web-scraper-order,web-scraper-start-url,links,links-href,reat_name,address,cuisine,type,avg_cost,bestselling_items,facilities_features,contact,ratings,reviesws,votes,timing,pages,pages-href
"1655565437-2002","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=234","Table 43","https://www.dineout.co.in/bangalore/table-43-banaswadi-north-bangalore-57030","Table 43","Banaswadi |","North Indian","Casual Dining","1,000 for two people","null","Air Conditioned","07204002252","null","null","null","Time: 12:00 PM to 12:00 AM (Open Now)Sunday12:00 PM to 12:00 AMMonday12:00 PM to 12:00 AMTuesday12:00 PM to 12:00 AMWednesday12:00 PM to 12:00 AMThursday12:00 PM to 12:00 AMFriday12:00 PM to 12:00 AMSaturday12:00 PM to 12:00 AM","",""
"1655575274-3264","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=174","Al-Bek","https://www.dineout.co.in/bangalore/al-bek-malleshwaram-west-bangalore-5723","Al-Bek","Malleshwaram |","Mughlai","Casual Dining","400 for two people","null","Air Conditioned","09742412744","null","null","null","Time:  (Opens at 11:00 AM)Sunday11:00 AM to 11:00 PMMonday11:00 AM to 11:00 PMTuesday11:00 AM to 11:00 PMWednesday11:00 AM to 11:00 PMThursday11:00 AM to 11:00 PMFriday11:00 AM to 11:00 PMSaturday11:00 AM to 11:00 PM","",""
"1655590924-6149","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=36","Frozen Bottle","https://www.dineout.co.in/bangalore/frozen-bottle-banashankari-south-bangalore-41681","Frozen Bottle","Banashankari |","Beverages","QSR","400 for two people","Nutty Chocolate Thick shake, Kitkat Oreo Thick shake, Red Riding Hood Dessert, Nutty Choco Jumbo Dessert, Melting Pot Dessert.","Cards Accepted","08217076751","5","null","null","Time:  (Opens at 11:00 AM)Sunday11:00 AM to 11:00 PMMonday11:00 AM to 11:00 PMTuesday11:00 AM to 11:00 PMWednesday11:00 AM to 11:00 PMThursday11:00 AM to 11:00 PMFriday11:00 AM to 11:00 PMSaturday11:00 AM to 11:00 PM","",""
"1655587738-5564","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=64","Jalpaan","https://www.dineout.co.in/bangalore/jalpaan-indiranagar-east-bangalore-106153","Jalpaan","Indiranagar |","North Indian","Casual Dining","1,200 for two people","null","Air Conditioned","080-49912226","null","null","null","Time:  (Opens at 12:00 PM)Sunday12:00 PM to 03:30 PMSunday07:00 PM to 10:30 PMMonday12:00 PM to 03:30 PMMonday07:00 PM to 10:30 PMTuesday12:00 PM to 03:30 PMTuesday07:00 PM to 10:30 PMWednesday12:00 PM to 03:30 PMWednesday07:00 PM to 10:30 PMThursday12:00 PM to 03:30 PMThursday07:00 PM to 10:30 PMFriday12:00 PM to 03:30 PMFriday07:00 PM to 10:30 PMSaturday12:00 PM to 03:30 PMSaturday07:00 PM to 10:30 PM","",""
"1655566130-2125","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=228","Mr. Biryani","https://www.dineout.co.in/bangalore/mr-biryani-hsr-layout-south-bangalore-91714","Mr. Biryani","HSR Layout |","North Indian","QSR","700 for two people","Ra Ra Mutton Masala,Egg Masala,Dal Palak,Dal Khass,Anda Keema Fry, Butter Chicken,Murgh Masala.","Air Conditioned","09880162121","null","null","null","Time: 06:30 PM to 11:30 PM (Open Now)Sunday11:30 AM to 03:30 PMSunday06:30 PM to 11:30 PMMonday11:30 AM to 03:30 PMMonday06:30 PM to 11:30 PMTuesday11:30 AM to 03:30 PMTuesday06:30 PM to 11:30 PMWednesday11:30 AM to 03:30 PMWednesday06:30 PM to 11:30 PMThursday11:30 AM to 03:30 PMThursday06:30 PM to 11:30 PMFriday11:30 AM to 03:30 PMFriday06:30 PM to 11:30 PMSaturday11:30 AM to 03:30 PMSaturday06:30 PM to 11:30 PM","",""
"1655564317-1788","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=244","Ginger & Garlc","https://www.dineout.co.in/bangalore/ginger-garlc-whitefield-east-bangalore-36446","Ginger & Garlc","Whitefield |","North Indian","Casual Dining","400 for two people","null","Air Conditioned","080-41523333","5","1 reviews","1 Votes","Time: 11:30 AM to 10:30 PM (Open Now)Sunday11:30 AM to 10:30 PMMonday11:30 AM to 10:30 PMTuesday11:30 AM to 10:30 PMWednesday11:30 AM to 10:30 PMThursday11:30 AM to 10:30 PMFriday11:30 AM to 10:30 PMSaturday11:30 AM to 10:30 PM","",""
"1655588289-5665","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=59","Sands Of Time Restro Cafe","https://www.dineout.co.in/bangalore/sands-of-time-restro-cafe-jp-nagar-south-bangalore-60449","Sands Of Time Restro Cafe","JP Nagar |","Fast Food","Casual Dining","600 for two people","Potato Wedges, Baby Corn Chilly, Mushroom Chilly, Drums Of Heaven, Honey Chilli Chicken, Paper Chicken, Dragon Chicken.","Air Conditioned","08147171604","3.3","5 reviews","10 Votes","Time:  (Opens at 11:00 AM)Sunday11:00 AM to 11:00 PMMonday11:00 AM to 11:00 PMTuesday11:00 AM to 11:00 PMWednesday11:00 AM to 11:00 PMThursday11:00 AM to 11:00 PMFriday11:00 AM to 11:00 PMSaturday11:00 AM to 11:00 PM","",""
"1655575110-3237","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=175","Amma's Pastries","https://www.dineout.co.in/bangalore/ammas-pastries-rajajinagar-west-bangalore-34453","Amma's Pastries","Sri Kothari Complex |","Desserts","Cafe, QSR","400 for two people","null","Home Delivery","080-41683688","null","null","null","Time:  (Opens at 08:30 AM)Sunday08:30 AM to 10:00 PMMonday08:30 AM to 10:00 PMTuesday08:30 AM to 10:00 PMWednesday08:30 AM to 10:00 PMThursday08:30 AM to 10:00 PMFriday08:30 AM to 10:00 PMSaturday08:30 AM to 10:00 PM","",""
"1655572857-2969","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=188","Natural Ice Cream","https://www.dineout.co.in/bangalore/natural-ice-cream-bannerghatta-road-south-bangalore-7381","Natural Ice Cream","Bannerghatta Road |","Desserts","QSR","300 for two people","null","null","0080-42192049","4.7","2 reviews","6 Votes","Time: 10:00 AM to 11:00 PM (Open Now)Sunday10:00 AM to 11:00 PMMonday10:00 AM to 11:00 PMTuesday10:00 AM to 11:00 PMWednesday10:00 AM to 11:00 PMThursday10:00 AM to 11:00 PMFriday10:00 AM to 11:00 PMSaturday10:00 AM to 11:00 PM","",""
"1655582568-4665","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=107","American Bites","https://www.dineout.co.in/bangalore/american-bites-sarjapur-road-south-bangalore-63730","American Bites","Sarjapur Road |","Fast Food","Cafe","500 for two people","Veg Pizza, Tomato Pizza, Onion Pizza, French Fries, Crispy Chicken.","Home Delivery","08095956969","5","null","1 Votes","Time:  (Opens at 11:00 AM)Sunday11:00 AM to 11:00 PMMonday11:00 AM to 11:00 PMTuesday11:00 AM to 11:00 PMWednesday11:00 AM to 11:00 PMThursday11:00 AM to 11:00 PMFriday11:00 AM to 11:00 PMSaturday11:00 AM to 11:00 PM","",""
"1655585545-5226","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=80","The Chatpata Affair","https://www.dineout.co.in/bangalore/the-chatpata-affair-koramangala-south-bangalore-106133","The Chatpata Affair","Koramangala |","Street Food","QSR","200 for two people","null","Wallet Accepted","09846606816","null","null","null","Time:  (Opens at 11:00 AM)Sunday11:00 AM to 10:00 PMMonday11:00 AM to 10:00 PMTuesday11:00 AM to 10:00 PMWednesday11:00 AM to 10:00 PMThursday11:00 AM to 10:00 PMFriday11:00 AM to 10:00 PMSaturday11:00 AM to 10:00 PM","",""
"1655582897-4726","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=104","Chef Baker's","https://www.dineout.co.in/bangalore/chef-bakers-electronic-city-south-bangalore-39967","Chef Baker's","The Galaxy Medhini Arcade |","Fast Food","Bakery","600 for two people","Baklava, Dutch Truffle Cake, Pineapple Cake, Double Chocolate Cake, Dark Royale Cake.","Air Conditioned","080-8495021453","null","null","null","Time:  (Opens at 11:00 AM)Sunday11:00 AM to 11:00 PMMonday11:00 AM to 11:00 PMTuesday11:00 AM to 11:00 PMWednesday11:00 AM to 11:00 PMThursday11:00 AM to 11:00 PMFriday11:00 AM to 11:00 PMSaturday11:00 AM to 11:00 PM","",""
"1655568688-2550","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=208","Antarastriya","https://www.dineout.co.in/bangalore/antarastriya-vijay-nagar-west-bangalore-55840","Antarastriya","Vijay Nagar |","Italian","QSR","300 for two people","Pasta, Momos, Noodles, Manchurian, Chinese Bhel, Peri Fries, Tacos","null","09900142937","null","null","null","Time: 10:30 AM to 11:00 PM (Open Now)Sunday10:30 AM to 11:00 PMMonday10:30 AM to 11:00 PMTuesday10:30 AM to 11:00 PMWednesday10:30 AM to 11:00 PMThursday10:30 AM to 11:00 PMFriday10:30 AM to 11:00 PMSaturday10:30 AM to 11:00 PM","",""
"1655567166-2302","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=220","Eunoia Cafe","https://www.dineout.co.in/bangalore/eunoia-cafe-kalyan-nagar-north-bangalore-41474","Eunoia Cafe","Kalyan Nagar |","Fast Food","Cafe","400 for two people","null","Air Conditioned","080-9611833392","null","null","null","Time: 11:00 AM to 11:00 PM (Open Now)Sunday11:00 AM to 11:00 PMMonday11:00 AM to 11:00 PMTuesday11:00 AM to 11:00 PMWednesday11:00 AM to 11:00 PMThursday11:00 AM to 11:00 PMFriday11:00 AM to 11:00 PMSaturday11:00 AM to 11:00 PM","",""
"1655561720-1330","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=266","Gelato Italiano","https://www.dineout.co.in/bangalore/gelato-italiano-whitefield-east-bangalore-8436","Gelato Italiano","Phoenix Marketcity |","Desserts","QSR, Food Court","200 for two people","null","Lift","09535808107","null","null","null","Time: 11:00 AM to 11:00 PM (Open Now)Sunday11:00 AM to 11:00 PMMonday11:00 AM to 11:00 PMTuesday11:00 AM to 11:00 PMWednesday11:00 AM to 11:00 PMThursday11:00 AM to 11:00 PMFriday11:00 AM to 11:00 PMSaturday11:00 AM to 11:00 PM","",""
"1655576601-3486","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=163","The Vintage Cafe","https://www.dineout.co.in/bangalore/the-vintage-cafe-banashankari-south-bangalore-41732","The Vintage Cafe","Banashankari |","Fast Food","Cafe","400 for two people","null","Air Conditioned","09880016665","4","null","1 Votes","Time:  (Opens at 09:30 AM)Sunday09:30 AM to 10:00 PMMonday09:30 AM to 10:00 PMTuesday09:30 AM to 10:00 PMWednesday09:30 AM to 10:00 PMThursday09:30 AM to 10:00 PMFriday09:30 AM to 10:00 PMSaturday09:30 AM to 10:00 PM","",""
"1655565746-2059","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=231","DVG Benne Dosa","https://www.dineout.co.in/bangalore/dvg-benne-dosa-nagawara-north-bangalore-58763","DVG Benne Dosa","Nagawara |","South Indian","QSR","200 for two people","null","null","09886722434","null","null","null","Time: 07:00 AM to 09:00 PM (Open Now)Sunday07:00 AM to 09:00 PMMonday07:00 AM to 09:00 PMTuesday07:00 AM to 09:00 PMWednesday07:00 AM to 09:00 PMThursday07:00 AM to 09:00 PMFriday07:00 AM to 09:00 PMSaturday07:00 AM to 09:00 PM","",""
"1655590238-6004","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=43","Onesta","https://www.dineout.co.in/bangalore/onesta-jp-nagar-south-bangalore-31654","Onesta","JP Nagar |","Pizza","Casual Dining","800 for two people","Garlic Bread, Cheesy Veg Pizza, Paneer Bullets, Chicken Tikka Skewer, BBQ Chicken.","Air Conditioned","080-9797679026","4.1","32 reviews","125 Votes","Time:  (Opens at 12:30 PM)Sunday12:30 PM to 11:00 PMMonday12:30 PM to 11:00 PMTuesday12:30 PM to 11:00 PMWednesday12:30 PM to 11:00 PMThursday12:30 PM to 11:00 PMFriday12:30 PM to 11:00 PMSaturday12:30 PM to 11:00 PM","",""
"1655557238-554","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=303","Biryani Express","https://www.dineout.co.in/bangalore/biryani-express-whitefield-east-bangalore-91208","Biryani Express","Whitefield |","North Indian","Casual Dining","700 for two people","null","Home Delivery","07348959404","null","null","null","Time: 11:30 AM to 10:30 PM (Open Now)Sunday11:30 AM to 10:30 PMMonday11:30 AM to 10:30 PMTuesday11:30 AM to 10:30 PMWednesday11:30 AM to 10:30 PMThursday11:30 AM to 10:30 PMFriday11:30 AM to 10:30 PMSaturday11:30 AM to 10:30 PM","",""
"1655584618-5048","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=89","Cake Dilim","https://www.dineout.co.in/bangalore/cake-dilim-electronic-city-south-bangalore-59828","Cake Dilim","Electronic City |","Desserts","Bakery","400 for two people","Choco Delight Cake, Choco Chip Cake, German Chocolate Cake, Death By Chocolate Cake, Blueberry Fruit Cake.","Air Conditioned","09972141212","2.8","1 reviews","4 Votes","Time:  (Opens at 10:30 AM)Sunday10:30 AM to 09:00 PMMonday10:30 AM to 09:00 PMTuesday10:30 AM to 09:00 PMWednesday10:30 AM to 09:00 PMThursday10:30 AM to 09:00 PMFriday10:30 AM to 09:00 PMSaturday10:30 AM to 09:00 PM","",""
"1655589584-5873","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=49","Zouk","https://www.dineout.co.in/bangalore/zouk-jp-nagar-south-bangalore-96470","Zouk","JP Nagar |","Chinese","Casual Dining","800 for two people","null","Smoking Area","09900023334","3.8","null","null","Time:  (Opens at 12:00 PM)Sunday12:00 PM to 11:00 PMMonday12:00 PM to 11:00 PMTuesday12:00 PM to 11:00 PMWednesday12:00 PM to 11:00 PMThursday12:00 PM to 11:00 PMFriday12:00 PM to 11:00 PMSaturday12:00 PM to 11:00 PM","",""
"1655590562-6070","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=40","Chaatimes","https://www.dineout.co.in/bangalore/chaatimes-hanumanthanagar-south-bangalore-68202","Chaatimes","HanumanthaNagar |","Street Food","QSR","200 for two people","Samosa, Dahi Kachori Chaat, Tokri Chaat, Bhel Puri, Dahi Puri.","Home Delivery","08884101100","4","null","1 Votes","Time:  (Opens at 12:00 PM)Sunday12:00 PM to 10:00 PMMonday12:00 PM to 10:00 PMTuesday12:00 PM to 10:00 PMWednesday12:00 PM to 10:00 PMThursday12:00 PM to 10:00 PMFriday12:00 PM to 10:00 PMSaturday12:00 PM to 10:00 PM","",""
"1655575578-3327","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=171","Tata Cha","https://www.dineout.co.in/bangalore/tata-cha-jayanagar-south-bangalore-105082","Tata Cha","Jayanagar |","Fast Food","Cafe, QSR","300 for two people","Chai, Ginger Tea, Poha, Coffee, Masala Tea, Bun Maskas, Dal Pakwan.","Air Conditioned","01800120824","null","null","null","Time:  (Opens at 08:00 AM)Sunday08:00 AM to 11:00 PMMonday08:00 AM to 11:00 PMTuesday08:00 AM to 11:00 PMWednesday08:00 AM to 11:00 PMThursday08:00 AM to 11:00 PMFriday08:00 AM to 11:00 PMSaturday08:00 AM to 11:00 PM","",""
"1655571419-2857","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=193","Chai And Kadi","https://www.dineout.co.in/bangalore/chai-and-kadi-new-thippasandra-east-bangalore-95128","Chai And Kadi","New Thippasandra |","South Indian","QSR","300 for two people","null","Home Delivery","09847005332","null","null","null","Time:  (Opens at 08:00 AM)Sunday08:00 AM to 10:00 PMMonday08:00 AM to 10:00 PMTuesday08:00 AM to 10:00 PMWednesday08:00 AM to 10:00 PMThursday08:00 AM to 10:00 PMFriday08:00 AM to 10:00 PMSaturday08:00 AM to 10:00 PM","",""
"1655590837-6128","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=37","Crepito","https://www.dineout.co.in/bangalore/crepito-rajajinagar-west-bangalore-88699","Crepito","Rajajinagar |","Fast Food","Cafe","700 for two people","null","Home Delivery","08951288726","4","null","null","Time:  (Opens at 11:30 AM)Sunday11:30 AM to 11:00 PMMonday11:30 AM to 11:00 PMTuesday11:30 AM to 11:00 PMWednesday11:30 AM to 11:00 PMThursday11:30 AM to 11:00 PMFriday11:30 AM to 11:00 PMSaturday11:30 AM to 11:00 PM","",""
"1655583739-4895","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=96","Cake Dilim","https://www.dineout.co.in/bangalore/cake-dilim-brookefields-east-bangalore-46533","Cake Dilim","Brookefields |","Desserts","QSR, Bakery","400 for two people","Choco Delight Cake, Choco Chip Cake, German Chocolate Cake, Death By Chocolate Cake, Blueberry Fruit Cake.","Home Delivery","09972141212","2","null","2 Votes","Time:  (Opens at 10:30 AM)Sunday10:30 AM to 09:00 PMMonday10:30 AM to 09:00 PMTuesday10:30 AM to 09:00 PMWednesday10:30 AM to 09:00 PMThursday10:30 AM to 09:00 PMFriday10:30 AM to 09:00 PMSaturday10:30 AM to 09:00 PM","",""
"1655568988-2590","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=206","The Tea Pie","https://www.dineout.co.in/bangalore/the-tea-pie-koramangala-south-bangalore-94758","The Tea Pie","Koramangala |","Fast Food","QSR","300 for two people","null","Home Delivery","09901907716","null","null","null","Time:  (Opens at 10:00 AM)Sunday10:00 AM to 09:00 PMMonday10:00 AM to 09:00 PMTuesday10:00 AM to 09:00 PMWednesday10:00 AM to 09:00 PMThursday10:00 AM to 09:00 PMFriday10:00 AM to 09:00 PMSaturday10:00 AM to 09:00 PM","",""
"1655565881-2083","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=230","Five Star Chicken","https://www.dineout.co.in/bangalore/five-star-chicken-bannerghatta-road-south-bangalore-37458","Five Star Chicken","Bannerghatta Road |","Fast Food","QSR","300 for two people","null","null","0080-42296387","null","null","null","Time: 11:00 AM to 10:00 PM (Open Now)Sunday11:00 AM to 10:00 PMMonday11:00 AM to 10:00 PMTuesday11:00 AM to 10:00 PMWednesday11:00 AM to 10:00 PMThursday11:00 AM to 10:00 PMFriday11:00 AM to 10:00 PMSaturday11:00 AM to 10:00 PM","",""
"1655561435-1282","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=268","McDonald's","https://www.dineout.co.in/bangalore/mcdonalds-whitefield-east-bangalore-10910","McDonald's","Inorbit Mall |","Burger","QSR, Food Court","500 for two people","null","Home Delivery","080-66000666","3.6","1 reviews","5 Votes","Time: 11:00 AM to 09:30 PM (Open Now)Sunday11:00 AM to 09:30 PMMonday11:00 AM to 09:30 PMTuesday11:00 AM to 09:30 PMWednesday11:00 AM to 09:30 PMThursday11:00 AM to 09:30 PMFriday11:00 AM to 09:30 PMSaturday11:00 AM to 09:30 PM","",""
"1655574845-3198","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=177","Chai Days","https://www.dineout.co.in/bangalore/chai-days-koramangala-south-bangalore-95181","Chai Days","Koramangala |","Tea","QSR","300 for two people","null","Home Delivery","09980094666","null","null","null","Time:  (Opens at 08:00 AM)Sunday08:00 AM to 02:30 PMMonday08:00 AM to 02:30 PMTuesday08:00 AM to 02:30 PMWednesday08:00 AM to 02:30 PMThursday08:00 AM to 02:30 PMFriday08:00 AM to 02:30 PMSaturday08:00 AM to 02:30 PM","",""
"1655591618-6293","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=29","Andhra Ruchulu","https://www.dineout.co.in/bangalore/andhra-ruchulu-jp-nagar-south-bangalore-34144","Andhra Ruchulu","JP Nagar |","Andhra","Casual Dining","1,000 for two people","Andhra Meals, Guntur Chicken, Andhra Chilly Chicken, Prawn Biryani, Gobi Lollipop.","Air Conditioned","080-26494300","4.2","13 reviews","80 Votes","Time:  (Opens at 12:00 PM)Sunday12:00 PM to 04:00 PMSunday07:00 PM to 10:30 PMMonday12:00 PM to 04:00 PMMonday07:00 PM to 10:30 PMTuesday12:00 PM to 04:00 PMTuesday07:00 PM to 10:30 PMWednesday12:00 PM to 04:00 PMWednesday07:00 PM to 10:30 PMThursday12:00 PM to 04:00 PMThursday07:00 PM to 10:30 PMFriday12:00 PM to 04:00 PMFriday07:00 PM to 10:30 PMSaturday12:00 PM to 04:00 PMSaturday07:00 PM to 10:30 PM","",""
"1655590455-6049","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=41","Cafe Coffee Day","https://www.dineout.co.in/bangalore/cafe-coffee-day-malleshwaram-west-bangalore-46940","Cafe Coffee Day","Malleshwaram |","Beverages","Cafe","900 for two people","Devils Own, Chilli Cheese Toast, Cold Dark Frappe, Spinach 'N' Corn Chipotle Sandwich, Cocoa Fantasy Pastry.","Air Conditioned","09212340202","3","null","null","Time:  (Opens at 09:00 AM)Sunday09:00 AM to 12:00 AMMonday09:00 AM to 12:00 AMTuesday09:00 AM to 12:00 AMWednesday09:00 AM to 12:00 AMThursday09:00 AM to 12:00 AMFriday09:00 AM to 12:00 AMSaturday09:00 AM to 12:00 AM","",""
