web-scraper-order,web-scraper-start-url,links,links-href,reat_name,address,cuisine,type,avg_cost,bestselling_items,facilities_features,contact,ratings,reviesws,votes,timing,pages,pages-href
"1655557481-601","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=301","Sweet Truth","https://www.dineout.co.in/bangalore/sweet-truth-whitefield-east-bangalore-39434","Sweet Truth","Whitefield |","Desserts","QSR, Bakery","400 for two people","null","Home Delivery","07710055553","null","null","null","Time: 09:00 AM to 11:00 PM (Open Now)Sunday09:00 AM to 11:00 PMMonday09:00 AM to 11:00 PMTuesday09:00 AM to 11:00 PMWednesday09:00 AM to 11:00 PMThursday09:00 AM to 11:00 PMFriday09:00 AM to 11:00 PMSaturday09:00 AM to 11:00 PM","",""
"1655564366-1800","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=244","Shubh Family Restaurant","https://www.dineout.co.in/bangalore/shubh-family-restaurant-nagarbhavi-west-bangalore-25045","Shubh Family Restaurant","Nagarbhavi |","North Indian","Casual Dining","700 for two people","null","Air Conditioned","0080-23186387","null","null","null","Time: 06:30 PM to 10:30 PM (Open Now)Sunday11:30 AM to 03:30 PMSunday06:30 PM to 10:30 PMMonday11:30 AM to 03:30 PMMonday06:30 PM to 10:30 PMTuesday11:30 AM to 03:30 PMTuesday06:30 PM to 10:30 PMWednesday11:30 AM to 03:30 PMWednesday06:30 PM to 10:30 PMThursday11:30 AM to 03:30 PMThursday06:30 PM to 10:30 PMFriday11:30 AM to 03:30 PMFriday06:30 PM to 10:30 PMSaturday11:30 AM to 03:30 PMSaturday06:30 PM to 10:30 PM","",""
"1655578153-3745","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=151","The Fiery Indian Kitchen","https://www.dineout.co.in/bangalore/the-fiery-indian-kitchen-majestic-west-bangalore-53691","The Fiery Indian Kitchen","Majestic |","North Indian","Casual Dining","600 for two people","null","null","09945819977","null","null","null","Time:  (Opens at 11:30 AM)Sunday11:30 AM to 11:30 PMMonday11:30 AM to 11:30 PMTuesday11:30 AM to 11:30 PMWednesday11:30 AM to 11:30 PMThursday11:30 AM to 11:30 PMFriday11:30 AM to 11:30 PMSaturday11:30 AM to 11:30 PM","",""
"1655557295-564","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=302","Roseighara","https://www.dineout.co.in/bangalore/roseighara-electronic-city-south-bangalore-97500","Roseighara","Electronic City |","North Indian","Casual Dining","300 for two people","null","Cards Accepted","08792287078","null","null","null","Time: 07:30 AM to 11:00 PM (Open Now)Sunday07:30 AM to 11:00 PMMonday07:30 AM to 11:00 PMTuesday07:30 AM to 11:00 PMWednesday07:30 AM to 11:00 PMThursday07:30 AM to 11:00 PMFriday07:30 AM to 11:00 PMSaturday07:30 AM to 11:00 PM","",""
"1655557929-685","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=297","Suvai Factory","https://www.dineout.co.in/bangalore/suvai-factory-whitefield-east-bangalore-91385","Suvai Factory","Whitefield |","North Indian","Casual Dining","700 for two people","null","Air Conditioned","08296994335","null","null","null","Time: 08:00 AM to 10:00 PM (Open Now)Sunday08:00 AM to 10:00 PMMonday08:00 AM to 10:00 PMTuesday08:00 AM to 10:00 PMWednesday08:00 AM to 10:00 PMThursday08:00 AM to 10:00 PMFriday08:00 AM to 10:00 PMSaturday08:00 AM to 10:00 PM","",""
"1655564081-1738","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=246","New Ambur Hot Dum Biryani","https://www.dineout.co.in/bangalore/new-ambur-hot-dum-biryani-cv-raman-nagar-east-bangalore-63610","New Ambur Hot Dum Biryani","CV Raman Nagar |","North Indian","QSR","300 for two people","null","Home Delivery","null","null","null","null","Time: 11:00 AM to 11:00 PM (Open Now)Sunday11:00 AM to 11:00 PMMonday11:00 AM to 11:00 PMTuesday11:00 AM to 11:00 PMWednesday11:00 AM to 11:00 PMThursday11:00 AM to 11:00 PMFriday11:00 AM to 11:00 PMSaturday11:00 AM to 11:00 PM","",""
"1655561039-1208","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=272","Poha On Wheels","https://www.dineout.co.in/bangalore/poha-on-wheels-marathahalli-east-bangalore-94755","Poha On Wheels","Marathahalli |","Street Food","QSR","200 for two people","null","Home Delivery","08112255712","null","null","null","Time:  (Opens at 08:00 AM)Sunday08:00 AM to 02:00 PMMonday08:00 AM to 02:00 PMTuesday08:00 AM to 02:00 PMWednesday08:00 AM to 02:00 PMThursday08:00 AM to 02:00 PMFriday08:00 AM to 02:00 PMSaturday08:00 AM to 02:00 PM","",""
"1655557048-526","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=304","Burger King","https://www.dineout.co.in/bangalore/burger-king-old-airport-road-east-bangalore-76897","Burger King","Old Airport Road |","American","QSR","500 for two people","Veg Chilli Cheese, Cheesy Italian Fries, Veg Whopper, Fried Cheese, Chocolate Shake, Burgers.","Wallet Accepted","080-8296360913","null","null","null","Time: 11:00 AM to 11:30 PM (Open Now)Sunday11:00 AM to 11:30 PMMonday11:00 AM to 11:30 PMTuesday11:00 AM to 11:30 PMWednesday11:00 AM to 11:30 PMThursday11:00 AM to 11:30 PMFriday11:00 AM to 11:30 PMSaturday11:00 AM to 11:30 PM","",""
"1655580303-4186","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=130","Starbucks","https://www.dineout.co.in/bangalore/starbucks-koramangala-south-bangalore-14155","Starbucks","Koramangala |","Desserts","QSR","800 for two people","Capuccino, Hot Chocolate","Wifi","08602660010","4.6","1 reviews","17 Votes","Time:  (Opens at 08:00 AM)Sunday08:00 AM to 11:00 PMMonday08:00 AM to 11:00 PMTuesday08:00 AM to 11:00 PMWednesday08:00 AM to 11:00 PMThursday08:00 AM to 11:00 PMFriday08:00 AM to 11:00 PMSaturday08:00 AM to 11:00 PM","",""
"1655566251-2146","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=227","Domino's Pizza","https://www.dineout.co.in/bangalore/dominos-pizza-hennur-north-bangalore-10827","Domino's Pizza","Hennur |","Pizza","QSR","500 for two people","null","Cards Accepted","080-22300500","null","null","null","Time: 11:00 AM to 11:00 PM (Open Now)Sunday11:00 AM to 11:00 PMMonday11:00 AM to 11:00 PMTuesday11:00 AM to 11:00 PMWednesday11:00 AM to 11:00 PMThursday11:00 AM to 11:00 PMFriday11:00 AM to 11:00 PMSaturday11:00 AM to 11:00 PM","",""
"1655572574-2935","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=189","Swi Mato Panda","https://www.dineout.co.in/bangalore/swi-mato-panda-koramangala-south-bangalore-90396","Swi Mato Panda","Koramangala |","North Indian","QSR","200 for two people","null","Home Delivery","08447898162","null","null","null","Time: 11:00 AM to 11:00 PM (Open Now)Sunday11:00 AM to 11:00 PMMonday11:00 AM to 11:00 PMTuesday11:00 AM to 11:00 PMWednesday11:00 AM to 11:00 PMThursday11:00 AM to 11:00 PMFriday11:00 AM to 11:00 PMSaturday11:00 AM to 11:00 PM","",""
"1655578723-3838","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=146","KFC","https://www.dineout.co.in/bangalore/kfc-rt-nagar-north-bangalore-8414","KFC","RT Nagar |","American","QSR","600 for two people","null","Air Conditioned","041697177","3.7","1 reviews","3 Votes","Time:  (Opens at 10:30 AM)Sunday10:30 AM to 11:00 PMMonday10:30 AM to 11:00 PMTuesday10:30 AM to 11:00 PMWednesday10:30 AM to 11:00 PMThursday10:30 AM to 11:00 PMFriday10:30 AM to 11:00 PMSaturday10:30 AM to 11:00 PM","",""
"1655586682-5398","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=72","Floating Cafe","https://www.dineout.co.in/bangalore/floating-cafe-chikkajala-north-bangalore-60939","Floating Cafe","Chikkajala |","Italian","Cafe","700 for two people","Espresso, Americano, Cold Coffee, Burger, Samosa.","Smoking Area","07337712619","5","null","1 Votes","Time:  (Opens at 11:00 AM)Sunday11:00 AM to 11:00 PMMonday11:00 AM to 11:00 PMTuesday11:00 AM to 11:00 PMWednesday11:00 AM to 11:00 PMThursday11:00 AM to 11:00 PMFriday11:00 AM to 11:00 PMSaturday11:00 AM to 11:00 PM","",""
"1655583181-4787","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=101","Five Star Chicken","https://www.dineout.co.in/bangalore/five-star-chicken-kr-puram-east-bangalore-37275","Five Star Chicken","KR Puram |","Fast Food","QSR","300 for two people","Chicken Popcorn, Chicken Fingers, Chicken Nuggets, Hot N' Smokey, Thai Crispy.","Home Delivery","09632307536","null","null","null","Time:  (Opens at 10:00 AM)Sunday10:00 AM to 11:00 PMMonday10:00 AM to 11:00 PMTuesday10:00 AM to 11:00 PMWednesday10:00 AM to 11:00 PMThursday10:00 AM to 11:00 PMFriday10:00 AM to 11:00 PMSaturday10:00 AM to 11:00 PM","",""
"1655590708-6101","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=39","La Pino'z","https://www.dineout.co.in/bangalore/la-pinoz-koramangala-south-bangalore-41812","La Pino'z","Shankar Plaza |","Pizza","Casual Dining","800 for two people","Peri Peri Chicken Pizza, Cheesy Chicken, Paneer Tikka Butter Masala Pizza, Onion And Capsicum Pizza, Tandoori Chicken Pizza, Chicken Tikka.","Air Conditioned","08884290055","3.8","2 reviews","35 Votes","Time:  (Opens at 11:00 AM)Sunday11:00 AM to 11:00 PMMonday11:00 AM to 11:00 PMTuesday11:00 AM to 11:00 PMWednesday11:00 AM to 11:00 PMThursday11:00 AM to 11:00 PMFriday11:00 AM to 11:00 PMSaturday11:00 AM to 11:00 PM","",""
"1655557942-687","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=297","Burger King","https://www.dineout.co.in/bangalore/burger-king-whitefield-east-bangalore-76896","Burger King","Ascendas Park Square Mall |","American","QSR","500 for two people","Veg Chilli Cheese, Cheesy Italian Fries, Veg Whopper, Fried Cheese, Chocolate Shake, Burgers.","Air Conditioned","080-61224708","null","null","null","Time: 11:00 AM to 11:00 PM (Open Now)Sunday11:00 AM to 11:00 PMMonday11:00 AM to 11:00 PMTuesday11:00 AM to 11:00 PMWednesday11:00 AM to 11:00 PMThursday11:00 AM to 11:00 PMFriday11:00 AM to 11:00 PMSaturday11:00 AM to 11:00 PM","",""
"1655583584-4865","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=97","Park N Eat","https://www.dineout.co.in/bangalore/park-n-eat-kr-puram-east-bangalore-67979","Park N Eat","KR Puram |","Chinese","QSR","600 for two people","Chicken Biryani, Chicken 65, Gobi Manchurian, Chicken Lollipop Dry, Paneer Dilwale.","Home Delivery","080-9036644927","null","null","null","Time:  (Opens at 11:00 AM)Sunday11:00 AM to 11:00 PMMonday11:00 AM to 11:00 PMTuesday11:00 AM to 11:00 PMWednesday11:00 AM to 11:00 PMThursday11:00 AM to 11:00 PMFriday11:00 AM to 11:00 PMSaturday11:00 AM to 11:00 PM","",""
"1655566416-2165","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=226","Auto Express - Hot Dogs","https://www.dineout.co.in/bangalore/auto-express-hot-dogs-cv-raman-nagar-east-bangalore-63413","Auto Express - Hot Dogs","Gopalan Signature Mall |","Fast Food","Food Court","400 for two people","null","Parking","08496975000","null","null","null","Time: 11:00 AM to 11:00 PM (Open Now)Sunday11:00 AM to 11:00 PMMonday11:00 AM to 11:00 PMTuesday11:00 AM to 11:00 PMWednesday11:00 AM to 11:00 PMThursday11:00 AM to 11:00 PMFriday11:00 AM to 11:00 PMSaturday11:00 AM to 11:00 PM","",""
"1655576973-3554","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=160","Xpress Biryani","https://www.dineout.co.in/bangalore/xpress-biryani-ulsoor-central-bangalore-50969","Xpress Biryani","Ulsoor |","North Indian","Casual Dining","600 for two people","null","Home Delivery","043757153","null","null","null","Time: 11:30 AM to 12:00 AM (Open Now)Sunday11:30 AM to 12:00 AMMonday11:30 AM to 12:00 AMTuesday11:30 AM to 12:00 AMWednesday11:30 AM to 12:00 AMThursday11:30 AM to 12:00 AMFriday11:30 AM to 12:00 AMSaturday11:30 AM to 12:00 AM","",""
"1655589643-5886","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=49","Mad Over Donuts","https://www.dineout.co.in/bangalore/mad-over-donuts-bannerghatta-road-south-bangalore-69503","Mad Over Donuts","Vega City Mall |","Desserts","Food Court","500 for two people","Donut, Coffee, Cup Cake, Choco Bomb, Waffles, Chocolate Bomb, Chocolate Decadence.","Air Conditioned","080-67922309","3.9","null","12 Votes","Time:  (Opens at 11:00 AM)Sunday11:00 AM to 11:00 PMMonday11:00 AM to 11:00 PMTuesday11:00 AM to 11:00 PMWednesday11:00 AM to 11:00 PMThursday11:00 AM to 11:00 PMFriday11:00 AM to 11:00 PMSaturday11:00 AM to 11:00 PM","",""
"1655561245-1247","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=270","Five Star Chicken","https://www.dineout.co.in/bangalore/five-star-chicken-electronic-city-south-bangalore-37459","Five Star Chicken","Electronic City |","Fast Food","QSR","300 for two people","null","null","09740954419","null","null","null","Time: 11:00 AM to 10:00 PM (Open Now)Sunday11:00 AM to 10:00 PMMonday11:00 AM to 10:00 PMTuesday11:00 AM to 10:00 PMWednesday11:00 AM to 10:00 PMThursday11:00 AM to 10:00 PMFriday11:00 AM to 10:00 PMSaturday11:00 AM to 10:00 PM","",""
"1655578604-3813","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=148","Townfood","https://www.dineout.co.in/bangalore/townfood-vasanth-nagar-central-bangalore-97747","Townfood","Vasanth Nagar |","Street Food","QSR","300 for two people","null","Home Delivery","09620398796","null","null","null","Time:  (Opens at 10:00 AM)Sunday10:00 AM to 10:00 PMMonday10:00 AM to 10:00 PMTuesday10:00 AM to 10:00 PMWednesday10:00 AM to 10:00 PMThursday10:00 AM to 10:00 PMFriday10:00 AM to 10:00 PMSaturday10:00 AM to 10:00 PM","",""
"1655558172-730","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=294","South Spicy","https://www.dineout.co.in/bangalore/south-spicy-whitefield-east-bangalore-80804","South Spicy","Concourse Tech Park Mall |","South Indian","QSR, Food Court","300 for two people","null","Wallet Accepted","09741962939","null","null","null","Time: 10:30 AM to 11:00 PM (Open Now)Sunday10:30 AM to 11:00 PMMonday10:30 AM to 11:00 PMTuesday10:30 AM to 11:00 PMWednesday10:30 AM to 11:00 PMThursday10:30 AM to 11:00 PMFriday10:30 AM to 11:00 PMSaturday10:30 AM to 11:00 PM","",""
"1655573437-3024","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=185","Polar Bear","https://www.dineout.co.in/bangalore/polar-bear-hsr-layout-south-bangalore-16815","Polar Bear","HSR Layout |","Desserts","QSR","200 for two people","Hot Chocolate, Red Velvet","Air Conditioned","080-25724666","5","null","null","Time:  (Opens at 11:00 AM)Sunday11:00 AM to 10:30 PMMonday11:00 AM to 10:30 PMTuesday11:00 AM to 10:30 PMWednesday11:00 AM to 10:30 PMThursday11:00 AM to 10:30 PMFriday11:00 AM to 10:30 PMSaturday11:00 AM to 10:30 PM","",""
"1655591832-6324","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=28","Pizza Hut","https://www.dineout.co.in/bangalore/pizza-hut-koramangala-south-bangalore-9449","Pizza Hut","Koramangala |","Pizza","Casual Dining","800 for two people","Momo Mia Pizza - Veg, Momo Mia Pizza - Non Veg, Margherita, Corn And Cheese, Veggie Feast, Tandoori Paneer, Farmers Pick, Country Feast, Veggie Supreme, Chicken Sausage, Chicken Tikka, Triple Chicken Feast.","Air Conditioned","080-25533999","4.1","6 reviews","10 Votes","Time:  (Opens at 11:00 AM)Sunday11:00 AM to 11:00 PMMonday11:00 AM to 11:00 PMTuesday11:00 AM to 11:00 PMWednesday11:00 AM to 11:00 PMThursday11:00 AM to 11:00 PMFriday11:00 AM to 11:00 PMSaturday11:00 AM to 11:00 PM","",""
"1655563122-1570","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=254","The Rasaganga","https://www.dineout.co.in/bangalore/the-rasaganga-bellandur-south-bangalore-30538","The Rasaganga","Bellandur |","South Indian","Casual Dining","400 for two people","null","Home Delivery","09845483535","null","null","null","Time: 07:00 AM to 10:00 PM (Open Now)Sunday07:00 AM to 10:00 PMMonday07:00 AM to 10:00 PMTuesday07:00 AM to 10:00 PMWednesday07:00 AM to 10:00 PMThursday07:00 AM to 10:00 PMFriday07:00 AM to 10:00 PMSaturday07:00 AM to 10:00 PM","",""
"1655556662-451","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=308","Epulo Vineyard Restaurant","https://www.dineout.co.in/bangalore/epulo-vineyard-restaurant-bangalore-mysore-highway-south-bangalore-41094","Epulo Vineyard Restaurant","Bangalore Mysore Highway |","North Indian","Casual Dining","1,000 for two people","Wine, Pasta, Chenin Blanc","Smoking Area","09742703203","2","1 reviews","2 Votes","Time: 11:00 AM to 10:00 PM (Open Now)Sunday11:00 AM to 10:00 PMMonday11:00 AM to 10:00 PMTuesday11:00 AM to 10:00 PMWednesday11:00 AM to 10:00 PMThursday11:00 AM to 10:00 PMFriday11:00 AM to 10:00 PMSaturday11:00 AM to 10:00 PM","",""
"1655561843-1349","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=265","Magnolia Bakery","https://www.dineout.co.in/bangalore/magnolia-bakery-whitefield-east-bangalore-91378","Magnolia Bakery","Whitefield |","Desserts","QSR, Bakery","700 for two people","null","Cards Accepted","09845332233","null","null","null","Time: 11:00 AM to 10:00 PM (Open Now)Sunday11:00 AM to 10:00 PMMonday11:00 AM to 10:00 PMTuesday11:00 AM to 10:00 PMWednesday11:00 AM to 10:00 PMThursday11:00 AM to 10:00 PMFriday11:00 AM to 10:00 PMSaturday11:00 AM to 10:00 PM","",""
"1655560179-1077","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=278","The Global Huts","https://www.dineout.co.in/bangalore/the-global-huts-kammanahalli-north-bangalore-77290","The Global Huts","Kammanahalli |","North Indian","Casual Dining","1,000 for two people","null","Air Conditioned","09164445599","3.1","5 reviews","21 Votes","Time: 11:00 AM to 11:00 PM (Open Now)Sunday11:00 AM to 11:00 PMMonday11:00 AM to 11:00 PMTuesday11:00 AM to 11:00 PMWednesday11:00 AM to 11:00 PMThursday11:00 AM to 11:00 PMFriday11:00 AM to 11:00 PMSaturday11:00 AM to 11:00 PM","",""
"1655590014-5963","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=45","Basil Bistro","https://www.dineout.co.in/bangalore/basil-bistro-hsr-layout-south-bangalore-64097","Basil Bistro","HSR Layout |","Continental","Casual Dining","1,800 for two people","Mushroom Soups, Chicken Satay, BBQ Chicken, Fish And Chips, Smoked Salmon.","Air Conditioned","09502951038","4.2","2 reviews","10 Votes","Time:  (Opens at 11:30 AM)Sunday11:30 AM to 11:00 PMMonday11:30 AM to 11:00 PMTuesday11:30 AM to 11:00 PMWednesday11:30 AM to 11:00 PMThursday11:30 AM to 11:00 PMFriday11:30 AM to 11:00 PMSaturday11:30 AM to 11:00 PM","",""
"1655557675-632","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=299","Five Star Chicken","https://www.dineout.co.in/bangalore/five-star-chicken-electronic-city-south-bangalore-37394","Five Star Chicken","Electronic City |","Fast Food","QSR","300 for two people","null","null","07676977777","null","null","null","Time: 11:00 AM to 11:00 PM (Open Now)Sunday11:00 AM to 11:00 PMMonday11:00 AM to 11:00 PMTuesday11:00 AM to 11:00 PMWednesday11:00 AM to 11:00 PMThursday11:00 AM to 11:00 PMFriday11:00 AM to 11:00 PMSaturday11:00 AM to 11:00 PM","",""
"1655577340-3622","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=157","Ruh's Cafe","https://www.dineout.co.in/bangalore/ruhs-cafe-btm-layout-south-bangalore-22054","Ruh's Cafe","BTM Layout |","American","Cafe, QSR","800 for two people","null","Smoking Area","09986271611","4.4","2 reviews","11 Votes","Time:  (Opens at 11:00 AM)Sunday11:00 AM to 11:00 PMMonday11:00 AM to 11:00 PMTuesday11:00 AM to 11:00 PMWednesday11:00 AM to 11:00 PMThursday11:00 AM to 11:00 PMFriday11:00 AM to 11:00 PMSaturday11:00 AM to 11:00 PM","",""
"1655592215-6389","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=25","Maravanthe","https://www.dineout.co.in/bangalore/maravanthe-indiranagar-east-bangalore-35178","Maravanthe","Indiranagar |","Mangalorean","Casual Dining","1,000 for two people","Neer Dosa, Sea Food, Fish, Murgh Ghee Roast, Prawn Ghee Roast, Crab Soup, Sol Kadhi","Air Conditioned","080-49653410","4.5","30 reviews","189 Votes","Time:  (Opens at 12:00 PM)Sunday12:00 PM to 03:30 PMSunday07:00 PM to 11:00 PMMonday12:00 PM to 03:30 PMMonday07:00 PM to 11:00 PMTuesday12:00 PM to 03:30 PMTuesday07:00 PM to 11:00 PMWednesday12:00 PM to 03:30 PMWednesday07:00 PM to 11:00 PMThursday12:00 PM to 03:30 PMThursday07:00 PM to 11:00 PMFriday12:00 PM to 03:30 PMFriday07:00 PM to 11:00 PMSaturday12:00 PM to 03:30 PMSaturday07:00 PM to 11:00 PM","",""
"1655564640-1848","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=241","Blue Waters Lounge Bar & Fine Dine","https://www.dineout.co.in/bangalore/blue-waters-lounge-bar-fine-dine-bannerghatta-road-south-bangalore-55599","Blue Waters Lounge Bar & Fine Dine","Bannerghatta Road |","Chinese","Lounge, Casual Dining","1,100 for two people","null","null","09008655043","4.3","null","4 Votes","Time: 11:30 AM to 11:30 PM (Open Now)Sunday11:30 AM to 11:30 PMMonday11:30 AM to 11:30 PMTuesday11:30 AM to 11:30 PMWednesday11:30 AM to 11:30 PMThursday11:30 AM to 11:30 PMFriday11:30 AM to 11:30 PMSaturday11:30 AM to 11:30 PM","",""
"1655561142-1228","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=271","BelgYum","https://www.dineout.co.in/bangalore/belgyum-whitefield-east-bangalore-53139","BelgYum","Trifecta Adatto |","Desserts","QSR","500 for two people","null","null","0080 67266614","null","null","null","Time: 10:30 AM to 10:30 PM (Open Now)Sunday10:30 AM to 10:30 PMMonday10:30 AM to 10:30 PMTuesday10:30 AM to 10:30 PMWednesday10:30 AM to 10:30 PMThursday10:30 AM to 10:30 PMFriday10:30 AM to 10:30 PMSaturday10:30 AM to 10:30 PM","",""
"1655575813-3374","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=169","Express By AB's","https://www.dineout.co.in/bangalore/express-by-abs-yeshwantpur-north-bangalore-83118","Express By AB's","Yeshwantpur |","North Indian","QSR","600 for two people","null","Home Delivery","07702888111","5","1 reviews","3 Votes","Time:  (Opens at 12:00 PM)Sunday12:00 PM to 04:00 PMSunday06:30 PM to 11:00 PMMonday12:00 PM to 04:00 PMMonday06:30 PM to 11:00 PMTuesday12:00 PM to 04:00 PMTuesday06:30 PM to 11:00 PMWednesday12:00 PM to 04:00 PMWednesday06:30 PM to 11:00 PMThursday12:00 PM to 04:00 PMThursday06:30 PM to 11:00 PMFriday12:00 PM to 04:00 PMFriday06:30 PM to 11:00 PMSaturday12:00 PM to 04:00 PMSaturday06:30 PM to 11:00 PM","",""
"1655565704-2051","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=232","Cafe 99 Kerala Mess","https://www.dineout.co.in/bangalore/cafe-99-kerala-mess-kalyan-nagar-north-bangalore-53131","Cafe 99 Kerala Mess","Kalyan Nagar |","North Indian","QSR","600 for two people","null","Home Delivery","08049555699","null","null","null","Time: 08:00 AM to 12:00 AM (Open Now)Sunday08:00 AM to 12:00 AMMonday08:00 AM to 12:00 AMTuesday08:00 AM to 12:00 AMWednesday08:00 AM to 12:00 AMThursday08:00 AM to 12:00 AMFriday08:00 AM to 12:00 AMSaturday08:00 AM to 12:00 AM","",""
"1655579017-3912","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=143","Matka Chai","https://www.dineout.co.in/bangalore/matka-chai-chikpete-south-bangalore-64783","Matka Chai","Chikpete |","Chinese","QSR","400 for two people","null","Cards Accepted","09972470813","null","null","null","Time:  (Opens at 08:00 AM)Sunday08:00 AM to 09:00 PMMonday08:00 AM to 09:00 PMTuesday08:00 AM to 09:00 PMWednesday08:00 AM to 09:00 PMThursday08:00 AM to 09:00 PMFriday08:00 AM to 09:00 PMSaturday08:00 AM to 09:00 PM","",""
"1655577670-3671","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=154","Dev Sagar","https://www.dineout.co.in/bangalore/dev-sagar-basavanagudi-south-bangalore-75417","Dev Sagar","Basavanagudi |","Street Food","QSR","400 for two people","null","null","09886204745","null","null","null","Time:  (Opens at 02:00 PM)Sunday02:00 PM to 11:00 PMMonday02:00 PM to 11:00 PMTuesday02:00 PM to 11:00 PMWednesday02:00 PM to 11:00 PMThursday02:00 PM to 11:00 PMFriday02:00 PM to 11:00 PMSaturday02:00 PM to 11:00 PM","",""
"1655580544-4233","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=128","Hotel Sagar","https://www.dineout.co.in/bangalore/hotel-sagar-majestic-west-bangalore-95869","Hotel Sagar","Majestic |","Mughlai","QSR","700 for two people","null","Serves Alcohol","09611188688","null","null","null","Time:  (Opens at 11:30 AM)Sunday11:30 AM to 04:00 PMSunday06:30 PM to 11:00 PMMonday11:30 AM to 04:00 PMMonday06:30 PM to 11:00 PMTuesday11:30 AM to 04:00 PMTuesday06:30 PM to 11:00 PMWednesday11:30 AM to 04:00 PMWednesday06:30 PM to 11:00 PMThursday11:30 AM to 04:00 PMThursday06:30 PM to 11:00 PMFriday11:30 AM to 04:00 PMFriday06:30 PM to 11:00 PMSaturday11:30 AM to 04:00 PMSaturday06:30 PM to 11:00 PM","",""
"1655566616-2190","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=225","Dwaraka Grand","https://www.dineout.co.in/bangalore/dwaraka-grand-kumaraswamy-layout-south-bangalore-31213","Dwaraka Grand","Sri Manjunath Arcade |","South Indian","Casual Dining","500 for two people","null","Air Conditioned","08880877899","null","null","null","Time: 07:00 AM to 10:00 PM (Open Now)Sunday07:00 AM to 10:00 PMMonday07:00 AM to 10:00 PMTuesday07:00 AM to 10:00 PMWednesday07:00 AM to 10:00 PMThursday07:00 AM to 10:00 PMFriday07:00 AM to 10:00 PMSaturday07:00 AM to 10:00 PM","",""
"1655570375-2745","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=199","Just Eat","https://www.dineout.co.in/bangalore/just-eat-indiranagar-east-bangalore-53240","Just Eat","Indiranagar |","Chinese","QSR","600 for two people","null","Home Delivery","09632774907","null","null","null","Time: 10:00 AM to 11:00 PM (Open Now)Sunday10:00 AM to 11:00 PMMonday10:00 AM to 11:00 PMTuesday10:00 AM to 11:00 PMWednesday10:00 AM to 11:00 PMThursday10:00 AM to 11:00 PMFriday10:00 AM to 11:00 PMSaturday10:00 AM to 11:00 PM","",""
